"Origen","Destino","Año","Mes","Día","Periodo","Modo","Distancia","Residencia","Actividad_Origen","Actividad_Destino","Viajeros","Viajeros-km"
"01","02","2017","10","12","P3","privado","D2","España","casa","esporádica","32,161","18367,988"
"01","03","2017","10","12","P1","autobús","D2","España","casa","esporádica","18,214","13971,632"
"01","03","2017","10","12","P1","privado","D2","España","casa","esporádica","55,604","38122,381"
"01","03","2017","10","12","P2","autobús","D2","España","casa","esporádica","24,522","16852,026"
"01","03","2017","10","12","P2","privado","D2","España","casa","esporádica","58,113","38055,825"
"01","03","2017","10","12","P2","privado","D2","España","esporádica","esporádica","38,558","26605,33"
"01","03","2017","10","12","P3","privado","D2","España","casa","esporádica","23,615","17338,51"
"01","03","2017","10","12","P4","autobús","D2","España","esporádica","casa","9,756","6371,373"
"01","03","2017","10","12","P4","privado","D2","España","esporádica","casa","14,903","9803,712"
"01","03","2017","10","12","P4","privado","D2","España","esporádica","esporádica","22,219","16149,81"
"01","05","2017","10","12","P1","privado","D2","España","esporádica","esporádica","11,511","4448,913"
"01","05","2017","10","12","P2","privado","D2","España","casa","esporádica","23,836","8617,124"
"01","05","2017","10","12","P2","privado","D2","España","esporádica","esporádica","17,182","6033,31"
"01","05","2017","10","12","P3","privado","D2","España","casa","esporádica","12,094","4722,32"
"01","05","2017","10","12","P3","privado","D2","España","esporádica","esporádica","16,059","4709,828"
"01","06","2017","10","12","P1","privado","D2","España","casa","esporádica","24,14","14225,388"
"01","06","2017","10","12","P2","privado","D2","Alemania","NA","NA","8,57","5671,262"
"01","06","2017","10","12","P2","privado","D2","España","casa","esporádica","55,536","36500,567"
"01","06","2017","10","12","P2","privado","D2","España","esporádica","esporádica","41,473","28140,666"
"01","06","2017","10","12","P2","privado","D2","España","frecuente","esporádica","14,391","10621,182"
"01","06","2017","10","12","P2","privado","D2","España","frecuente","frecuente","14,238","9656,006"
"01","06","2017","10","12","P2","privado","D2","Resto del mundo","NA","NA","72,746","51512,661"
"01","06","2017","10","12","P3","privado","D2","España","esporádica","esporádica","37,781","26102,002"
"01","06","2017","10","12","P4","privado","D2","Resto de Europa","NA","NA","12,229","7408,925"
