"Origen","Destino","Año","Mes","Día","Periodo","Modo","Distancia","Residencia","Actividad_Origen","Actividad_Destino","Viajeros","Viajeros-km"
"01","03","2017","10","14","P2","autobús","D2","España","esporádica","trabajo","10,247","7787,936"
"01","03","2017","10","14","P2","privado","D2","España","casa","esporádica","20,811","14064,841"
"01","03","2017","10","14","P2","privado","D2","España","casa","frecuente","28,911","19429,944"
"01","03","2017","10","14","P4","privado","D2","España","casa","frecuente","21,525","13926,933"
"01","04","2017","10","14","P3","privado","D2","España","esporádica","casa","12,829","11366,476"
"01","05","2017","10","14","P1","privado","D2","España","esporádica","casa","10,131","3234,937"
"01","05","2017","10","14","P1","privado","D2","España","frecuente","frecuente","8,297","2545,593"
"01","05","2017","10","14","P2","privado","D2","España","esporádica","casa","11,484","4123,616"
"01","05","2017","10","14","P3","privado","D2","España","esporádica","esporádica","19,161","6664,553"
"01","05","2017","10","14","P4","privado","D2","España","esporádica","casa","8,634","3435,303"
"01","05","2017","10","14","P4","privado","D2","España","frecuente","esporádica","18,127","6266,244"
"01","08","2017","10","14","P1","privado","D2","España","esporádica","esporádica","14,403","7134,73"
"01","08","2017","10","14","P1","privado","D2","España","frecuente","frecuente","10,551","5272,25"
"01","08","2017","10","14","P2","tren","D2","España","esporádica","casa","15,52","9006,427"
"01","08","2017","10","14","P2","tren","D2","España","esporádica","esporádica","25,556","14979,236"
"01","08","2017","10","14","P2","tren","D2","España","esporádica","frecuente","11,25","6594,12"
"01","08","2017","10","14","P2","tren","D2","Portugal","NA","NA","4,455","2611,119"
"01","08","2017","10","14","P3","autobús","D2","España","esporádica","esporádica","8,299","4351,728"
"01","08","2017","10","14","P3","tren","D2","España","esporádica","casa","48,037","27991,504"
"01","08","2017","10","14","P3","tren","D2","España","esporádica","trabajo","13,148","7706,708"
"01","09","2017","10","14","P1","autobús","D2","Belgica","NA","NA","4,156","435,476"
"01","09","2017","10","14","P1","privado","D2","España","esporádica","casa","17,754","3180,647"
"01","09","2017","10","14","P1","privado","D2","España","esporádica","frecuente","29,211","2505,632"
"01","09","2017","10","14","P1","privado","D2","España","frecuente","casa","14,635","2651,491"
"01","09","2017","10","14","P1","privado","D2","España","frecuente","frecuente","50,358","4606,412"
"01","09","2017","10","14","P1","privado","D2","España","frecuente","trabajo","13,815","1346,141"
"01","09","2017","10","14","P1","privado","D2","España","trabajo","esporádica","30,611","1998,906"
"01","09","2017","10","14","P1","privado","D2","Italia","NA","NA","19,953","2243,308"
"01","09","2017","10","14","P1","privado","D2","Paises Nordicos","NA","NA","7,605","608,497"
"01","09","2017","10","14","P1","privado","D2","Resto de Europa","NA","NA","12,229","2592,29"
"01","09","2017","10","14","P2","privado","D2","Belgica","NA","NA","4,156","699,605"
"01","09","2017","10","14","P2","privado","D2","España","casa","esporádica","204,302","21153,242"
"01","09","2017","10","14","P2","privado","D2","España","esporádica","casa","67,779","8367,579"
"01","09","2017","10","14","P2","privado","D2","España","esporádica","esporádica","123,819","12836,063"
"01","09","2017","10","14","P2","privado","D2","España","esporádica","frecuente","36,494","1734,45"
"01","09","2017","10","14","P2","privado","D2","España","frecuente","casa","18,824","1900,988"
"01","09","2017","10","14","P2","privado","D2","España","frecuente","esporádica","71,43","8138,166"
"01","09","2017","10","14","P2","privado","D2","Resto de Europa","NA","NA","12,229","1234,966"
"01","09","2017","10","14","P3","autobús","D2","España","casa","frecuente","13,742","879,704"
"01","09","2017","10","14","P3","privado","D2","Alemania","NA","NA","8,57","937,032"
"01","09","2017","10","14","P3","privado","D2","España","casa","esporádica","416,907","37780,001"
"01","09","2017","10","14","P3","privado","D2","España","casa","frecuente","47,474","4849,17"
"01","09","2017","10","14","P3","privado","D2","España","esporádica","casa","92,479","5958,75"
"01","09","2017","10","14","P3","privado","D2","España","esporádica","esporádica","270,097","23879,555"
"01","09","2017","10","14","P3","privado","D2","España","esporádica","frecuente","46,508","2545,104"
"01","09","2017","10","14","P3","privado","D2","España","frecuente","casa","78,872","5569,422"
"01","09","2017","10","14","P3","privado","D2","España","frecuente","esporádica","79,678","4064,91"
"01","09","2017","10","14","P3","privado","D2","España","trabajo","casa","14,6","938,138"
"01","09","2017","10","14","P3","privado","D2","España","trabajo","esporádica","21,439","1372,657"
"01","09","2017","10","14","P3","privado","D2","Francia","NA","NA","15,669","1068,124"
"01","09","2017","10","14","P3","privado","D2","Italia","NA","NA","4,988","358,458"
"01","09","2017","10","14","P3","privado","D2","Paises Nordicos","NA","NA","15,21","1547,372"
"01","09","2017","10","14","P3","tren","D2","España","casa","esporádica","13,38","437,391"
"01","09","2017","10","14","P3","tren","D2","España","esporádica","casa","24,833","2838,4"
"01","09","2017","10","14","P3","tren","D2","España","esporádica","esporádica","25,578","1868,15"
"01","09","2017","10","14","P3","tren","D2","España","esporádica","frecuente","29,0","948,039"
"01","09","2017","10","14","P3","tren","D2","España","trabajo","esporádica","22,579","1649,121"
"01","09","2017","10","14","P3","tren","D2","Paises Bajos","NA","NA","5,167","237,808"
"01","09","2017","10","14","P4","autobús","D2","España","esporádica","casa","10,472","926,919"
"01","09","2017","10","14","P4","autobús","D2","España","esporádica","esporádica","16,36","1267,118"
"01","09","2017","10","14","P4","privado","D2","Belgica","NA","NA","4,156","280,377"
"01","09","2017","10","14","P4","privado","D2","España","casa","esporádica","99,715","7707,629"
"01","09","2017","10","14","P4","privado","D2","España","esporádica","casa","161,507","12197,889"
"01","09","2017","10","14","P4","privado","D2","España","esporádica","esporádica","226,062","21872,593"
"01","09","2017","10","14","P4","privado","D2","España","esporádica","frecuente","17,145","1350,764"
"01","09","2017","10","14","P4","privado","D2","España","trabajo","esporádica","52,228","3976,365"
"01","09","2017","10","14","P4","privado","D2","Italia","NA","NA","4,988","358,458"
"01","09","2017","10","14","P4","tren","D2","España","esporádica","esporádica","22,869","747,606"
"01","10","2017","10","14","P2","privado","D2","Francia","NA","NA","5,223","2223,139"
"01","10","2017","10","14","P3","privado","D2","España","esporádica","frecuente","11,382","5641,398"
"01","10","2017","10","14","P4","privado","D2","España","esporádica","esporádica","24,474","12571,692"
"01","11","2017","10","14","P4","privado","D2","España","esporádica","esporádica","10,651","10532,122"
"01","12","2017","10","14","P3","privado","D2","España","esporádica","casa","13,317","6427,951"
"01","12","2017","10","14","P3","privado","D2","España","frecuente","casa","20,035","9436,13"
"01","13","2017","10","14","P4","privado","D2","España","esporádica","casa","14,478","7749,706"
"01","14","2017","10","14","P4","privado","D2","España","esporádica","casa","10,648","7650,365"
"01","15","2017","10","14","P4","privado","D2","España","esporádica","casa","9,216","4915,125"
"01","15","2017","10","14","P4","privado","D2","España","esporádica","frecuente","17,446","9754,822"
"01","18","2017","10","14","P2","privado","D2","España","esporádica","casa","10,252","7537,475"
"01","19","2017","10","14","P1","privado","D2","España","frecuente","esporádica","25,878","8110,284"
"01","19","2017","10","14","P2","privado","D2","España","casa","esporádica","20,425","5498,318"
"01","19","2017","10","14","P4","privado","D2","Alemania","NA","NA","8,57","2320,38"
"01","20","2017","10","14","P1","carretera","D2","España","casa","esporádica","12,458","943,83"
"01","20","2017","10","14","P1","carretera","D2","España","casa","frecuente","30,706","1591,025"
"01","20","2017","10","14","P1","carretera","D2","España","esporádica","casa","61,973","3949,593"
"01","20","2017","10","14","P1","carretera","D2","España","esporádica","esporádica","72,0","7179,678"
"01","20","2017","10","14","P1","carretera","D2","España","frecuente","casa","36,879","2606,581"
"01","20","2017","10","14","P1","carretera","D2","España","frecuente","esporádica","19,784","1896,493"
"01","20","2017","10","14","P1","carretera","D2","España","frecuente","frecuente","48,774","5521,864"
"01","20","2017","10","14","P1","carretera","D2","Italia","NA","NA","19,953","1584,784"
"01","20","2017","10","14","P1","carretera","D2","Resto de Europa","NA","NA","24,457","2468,256"
"01","20","2017","10","14","P2","carretera","D2","Belgica","NA","NA","4,156","262,176"
"01","20","2017","10","14","P2","carretera","D2","España","casa","esporádica","389,332","39540,494"
"01","20","2017","10","14","P2","carretera","D2","España","casa","frecuente","41,91","3282,259"
"01","20","2017","10","14","P2","carretera","D2","España","esporádica","esporádica","461,524","44219,263"
"01","20","2017","10","14","P2","carretera","D2","España","esporádica","frecuente","19,344","1901,572"
"01","20","2017","10","14","P2","carretera","D2","España","frecuente","esporádica","34,0","3914,794"
"01","20","2017","10","14","P2","carretera","D2","España","frecuente","frecuente","21,091","2241,225"
"01","20","2017","10","14","P2","carretera","D2","España","trabajo","esporádica","14,615","996,721"
"01","20","2017","10","14","P2","carretera","D2","Francia","NA","NA","5,223","544,414"
"01","20","2017","10","14","P2","carretera","D2","Italia","NA","NA","4,988","446,462"
"01","20","2017","10","14","P2","tren","D2","España","casa","esporádica","16,973","1211,403"
"01","20","2017","10","14","P2","tren","D2","España","esporádica","esporádica","26,516","2855,961"
"01","20","2017","10","14","P3","carretera","D2","Alemania","NA","NA","17,14","1624,554"
"01","20","2017","10","14","P3","carretera","D2","España","casa","esporádica","696,247","60663,021"
"01","20","2017","10","14","P3","carretera","D2","España","casa","frecuente","21,556","2000,657"
"01","20","2017","10","14","P3","carretera","D2","España","esporádica","casa","340,741","29573,747"
"01","20","2017","10","14","P3","carretera","D2","España","esporádica","esporádica","705,175","68132,322"
"01","20","2017","10","14","P3","carretera","D2","España","esporádica","frecuente","45,616","4547,454"
"01","20","2017","10","14","P3","carretera","D2","España","frecuente","casa","75,416","5360,361"
"01","20","2017","10","14","P3","carretera","D2","España","frecuente","esporádica","187,413","16662,277"
"01","20","2017","10","14","P3","carretera","D2","España","frecuente","frecuente","39,63","2365,73"
"01","20","2017","10","14","P3","carretera","D2","España","trabajo","esporádica","102,324","11168,331"
"01","20","2017","10","14","P3","carretera","D2","Francia","NA","NA","15,669","1423,496"
"01","20","2017","10","14","P3","carretera","D2","Italia","NA","NA","9,977","786,683"
"01","20","2017","10","14","P3","carretera","D2","Paises Nordicos","NA","NA","7,605","1221,838"
"01","20","2017","10","14","P3","carretera","D2","Portugal","NA","NA","4,455","587,923"
"01","20","2017","10","14","P3","carretera","D2","Resto de Europa","NA","NA","12,229","665,59"
"01","20","2017","10","14","P3","carretera","D2","Resto del mundo","NA","NA","36,373","3908,073"
"01","20","2017","10","14","P3","tren","D2","España","esporádica","esporádica","10,293","1162,18"
"01","20","2017","10","14","P3","tren","D2","España","frecuente","esporádica","21,956","1579,713"
"01","20","2017","10","14","P4","carretera","D2","Belgica","NA","NA","4,156","224,979"
"01","20","2017","10","14","P4","carretera","D2","España","casa","esporádica","63,857","5602,95"
"01","20","2017","10","14","P4","carretera","D2","España","casa","frecuente","40,458","2412,191"
"01","20","2017","10","14","P4","carretera","D2","España","esporádica","casa","932,879","79761,761"
"01","20","2017","10","14","P4","carretera","D2","España","esporádica","esporádica","343,486","27653,096"
"01","20","2017","10","14","P4","carretera","D2","España","esporádica","frecuente","290,545","26893,58"
"01","20","2017","10","14","P4","carretera","D2","España","esporádica","trabajo","73,943","6446,167"
"01","20","2017","10","14","P4","carretera","D2","España","frecuente","casa","24,275","2530,256"
"01","20","2017","10","14","P4","carretera","D2","España","frecuente","esporádica","69,88","5186,975"
"01","20","2017","10","14","P4","carretera","D2","España","frecuente","frecuente","44,486","3623,615"
"01","20","2017","10","14","P4","carretera","D2","Italia","NA","NA","4,988","280,516"
"01","20","2017","10","14","P4","carretera","D2","Resto de Europa","NA","NA","24,457","1940,555"
"01","20","2017","10","14","P4","tren","D2","España","esporádica","esporádica","28,617","2843,559"
"01","21","2017","10","14","P3","privado","D2","España","casa","frecuente","13,38","11513,006"
"01","21","2017","10","14","P3","privado","D2","España","esporádica","esporádica","13,831","10066,772"
"01","22","2017","10","14","P2","privado","D2","España","esporádica","esporádica","11,152","4599,634"
"01","22","2017","10","14","P3","privado","D2","España","casa","esporádica","25,878","6002,232"
"01","22","2017","10","14","P3","privado","D2","Francia","NA","NA","5,223","1303,606"
"01","23","2017","10","14","P1","privado","D2","España","frecuente","frecuente","19,044","12217,297"
"01","23","2017","10","14","P2","privado","D2","España","esporádica","frecuente","10,682","6911,047"
"01","23","2017","10","14","P3","privado","D2","España","esporádica","esporádica","17,433","11159,868"
"01","23","2017","10","14","P3","privado","D2","España","esporádica","frecuente","9,418","5980,4"
"01","23","2017","10","14","P4","privado","D2","España","esporádica","casa","20,5","13440,374"
