"Origen","Destino","Año","Mes","Día","Periodo","Modo","Distancia","Residencia","Actividad_Origen","Actividad_Destino","Viajeros","Viajeros-km"
"01","03","2017","08","05","P1","autobús","D2","España","casa","esporádica","8,908","6258,913"
"01","03","2017","08","05","P1","privado","D2","España","casa","esporádica","58,389","41510,73"
"01","03","2017","08","05","P1","privado","D2","España","frecuente","esporádica","36,012","26054,743"
"01","03","2017","08","05","P2","autobús","D2","España","frecuente","esporádica","18,169","11881,557"
"01","03","2017","08","05","P2","privado","D2","España","casa","esporádica","87,497","60951,171"
"01","03","2017","08","05","P2","privado","D2","España","esporádica","esporádica","25,071","17299,436"
"01","03","2017","08","05","P2","privado","D2","España","frecuente","esporádica","63,14","43002,139"
"01","03","2017","08","05","P2","privado","D2","España","trabajo","esporádica","22,784","15735,894"
"01","03","2017","08","05","P3","privado","D2","España","casa","esporádica","61,22","42885,743"
"01","03","2017","08","05","P4","privado","D2","España","casa","esporádica","22,471","15442,417"
"01","04","2017","08","05","P1","privado","D2","España","esporádica","esporádica","25,13","22540,84"
"01","04","2017","08","05","P2","privado","D2","España","esporádica","esporádica","26,057","21604,186"
"01","05","2017","08","05","P3","privado","D2","España","casa","esporádica","45,965","19333,399"
"01","05","2017","08","05","P3","privado","D2","España","esporádica","esporádica","25,13","9392,923"
"01","05","2017","08","05","P4","privado","D2","Alemania","NA","NA","16,104","5343,969"
"01","06","2017","08","05","P3","privado","D2","España","casa","esporádica","20,714","12936,548"
"01","06","2017","08","05","P3","privado","D2","España","esporádica","esporádica","23,124","14638,961"
"01","06","2017","08","05","P4","privado","D2","España","esporádica","casa","14,197","9080,507"
"01","07_2","2017","08","05","P4","avión","D2","España","trabajo","esporádica","21,17","16891,461"
"01","07_2","2017","08","05","P4","barco","D2","España","esporádica","esporádica","10,642","9018,762"
"01","08","2017","08","05","P1","privado","D2","España","esporádica","esporádica","53,981","29328,304"
"01","08","2017","08","05","P2","autobús","D2","España","esporádica","casa","10,581","5263,188"
"01","08","2017","08","05","P2","autobús","D2","Italia","NA","NA","2,977","1640,838"
"01","08","2017","08","05","P2","privado","D2","España","casa","esporádica","10,569","5334,705"
"01","08","2017","08","05","P2","privado","D2","España","esporádica","casa","16,731","8926,437"
"01","08","2017","08","05","P2","privado","D2","España","esporádica","esporádica","42,003","22562,594"
"01","08","2017","08","05","P2","privado","D2","España","esporádica","trabajo","15,243","8141,301"
"01","08","2017","08","05","P2","privado","D2","España","frecuente","esporádica","13,263","7061,862"
"01","08","2017","08","05","P3","privado","D2","España","casa","esporádica","37,773","19919,032"
"01","08","2017","08","05","P3","privado","D2","España","esporádica","casa","33,89","17365,12"
"01","08","2017","08","05","P3","tren","D2","España","esporádica","casa","19,154","12644,469"
"01","08","2017","08","05","P3","tren","D2","España","trabajo","esporádica","26,405","19377,712"
"01","09","2017","08","05","P1","autobús","D2","España","esporádica","frecuente","37,61","2223,827"
"01","09","2017","08","05","P1","privado","D2","España","casa","esporádica","10,03","969,539"
"01","09","2017","08","05","P1","privado","D2","España","casa","frecuente","10,66","1067,728"
"01","09","2017","08","05","P1","privado","D2","España","esporádica","casa","103,521","8544,153"
"01","09","2017","08","05","P1","privado","D2","España","esporádica","esporádica","115,276","12131,64"
"01","09","2017","08","05","P1","privado","D2","España","esporádica","frecuente","50,424","4358,626"
"01","09","2017","08","05","P1","privado","D2","España","frecuente","esporádica","14,531","1930,944"
"01","09","2017","08","05","P1","privado","D2","Francia","NA","NA","13,527","2007,444"
"01","09","2017","08","05","P1","privado","D2","Resto de Europa","NA","NA","15,522","1805,936"
"01","09","2017","08","05","P2","autobús","D2","España","casa","esporádica","17,451","1345,554"
"01","09","2017","08","05","P2","autobús","D2","España","esporádica","casa","14,511","1612,68"
"01","09","2017","08","05","P2","autobús","D2","España","esporádica","esporádica","64,987","6081,414"
"01","09","2017","08","05","P2","autobús","D2","España","esporádica","frecuente","10,481","732,766"
"01","09","2017","08","05","P2","privado","D2","Alemania","NA","NA","16,104","1269,779"
"01","09","2017","08","05","P2","privado","D2","España","casa","esporádica","153,552","13550,907"
"01","09","2017","08","05","P2","privado","D2","España","esporádica","casa","26,756","1666,657"
"01","09","2017","08","05","P2","privado","D2","España","esporádica","esporádica","173,009","16355,931"
"01","09","2017","08","05","P2","privado","D2","España","trabajo","esporádica","18,883","1647,948"
"01","09","2017","08","05","P2","privado","D2","España","trabajo","frecuente","20,867","1788,419"
"01","09","2017","08","05","P2","privado","D2","Francia","NA","NA","4,889","417,809"
"01","09","2017","08","05","P2","privado","D2","Italia","NA","NA","2,977","294,088"
"01","09","2017","08","05","P2","privado","D2","Paises Nordicos","NA","NA","20,102","1456,542"
"01","09","2017","08","05","P2","tren","D2","España","casa","esporádica","12,653","1238,509"
"01","09","2017","08","05","P2","tren","D2","España","esporádica","esporádica","21,4","1563,013"
"01","09","2017","08","05","P2","tren","D2","España","frecuente","frecuente","15,38","1895,263"
"01","09","2017","08","05","P3","autobús","D2","España","esporádica","casa","10,346","1149,868"
"01","09","2017","08","05","P3","autobús","D2","España","esporádica","esporádica","9,935","1851,787"
"01","09","2017","08","05","P3","autobús","D2","España","esporádica","trabajo","14,075","1261,141"
"01","09","2017","08","05","P3","privado","D2","Alemania","NA","NA","16,104","1458,071"
"01","09","2017","08","05","P3","privado","D2","Belgica","NA","NA","7,052","1337,795"
"01","09","2017","08","05","P3","privado","D2","España","casa","esporádica","305,817","28744,54"
"01","09","2017","08","05","P3","privado","D2","España","casa","frecuente","76,325","6600,267"
"01","09","2017","08","05","P3","privado","D2","España","esporádica","casa","203,419","17836,499"
"01","09","2017","08","05","P3","privado","D2","España","esporádica","esporádica","332,14","37506,2"
"01","09","2017","08","05","P3","privado","D2","España","esporádica","frecuente","74,497","7192,451"
"01","09","2017","08","05","P3","privado","D2","España","frecuente","casa","13,732","1507,432"
"01","09","2017","08","05","P3","privado","D2","España","frecuente","esporádica","127,919","14943,094"
"01","09","2017","08","05","P3","privado","D2","España","frecuente","frecuente","44,928","3625,099"
"01","09","2017","08","05","P3","privado","D2","España","trabajo","esporádica","33,087","1925,661"
"01","09","2017","08","05","P3","privado","D2","Francia","NA","NA","41,721","4541,267"
"01","09","2017","08","05","P3","privado","D2","Italia","NA","NA","2,977","312,233"
"01","09","2017","08","05","P3","privado","D2","Portugal","NA","NA","4,735","519,77"
"01","09","2017","08","05","P3","privado","D2","Reino Unido","NA","NA","7,738","946,871"
"01","09","2017","08","05","P3","privado","D2","Resto de Europa","NA","NA","46,567","3507,408"
"01","09","2017","08","05","P3","tren","D2","España","esporádica","casa","14,269","1675,579"
"01","09","2017","08","05","P4","autobús","D2","Francia","NA","NA","4,889","534,544"
"01","09","2017","08","05","P4","privado","D2","España","casa","esporádica","84,599","10199,244"
"01","09","2017","08","05","P4","privado","D2","España","esporádica","casa","153,6","15413,723"
"01","09","2017","08","05","P4","privado","D2","España","esporádica","esporádica","242,826","27211,158"
"01","09","2017","08","05","P4","privado","D2","España","esporádica","frecuente","26,346","1916,393"
"01","09","2017","08","05","P4","privado","D2","España","esporádica","trabajo","20,609","1380,618"
"01","09","2017","08","05","P4","privado","D2","España","frecuente","casa","20,755","1445,13"
"01","09","2017","08","05","P4","privado","D2","Francia","NA","NA","9,778","1144,325"
"01","09","2017","08","05","P4","privado","D2","Resto de Europa","NA","NA","31,045","3819,172"
"01","09","2017","08","05","P4","tren","D2","España","esporádica","esporádica","30,019","5663,361"
"01","10","2017","08","05","P1","privado","D2","España","casa","esporádica","23,898","13966,421"
"01","10","2017","08","05","P1","privado","D2","España","frecuente","esporádica","24,717","11963,143"
"01","10","2017","08","05","P1","privado","D2","España","trabajo","esporádica","19,0","10407,079"
"01","10","2017","08","05","P2","privado","D2","Belgica","NA","NA","7,052","3245,018"
"01","10","2017","08","05","P2","privado","D2","España","casa","esporádica","167,576","92071,918"
"01","10","2017","08","05","P2","privado","D2","España","esporádica","esporádica","36,82","18363,769"
"01","10","2017","08","05","P2","privado","D2","España","frecuente","esporádica","88,637","45930,309"
"01","10","2017","08","05","P3","privado","D2","España","casa","esporádica","20,375","11035,711"
"01","10","2017","08","05","P3","privado","D2","Francia","NA","NA","18,416","8132,066"
"01","11","2017","08","05","P1","privado","D2","España","casa","esporádica","41,248","37633,971"
"01","11","2017","08","05","P2","avión","D2","Francia","NA","NA","4,889","6075,202"
"01","11","2017","08","05","P2","privado","D2","España","casa","esporádica","44,036","38910,131"
"01","11","2017","08","05","P2","privado","D2","España","esporádica","esporádica","29,306","25521,523"
"01","11","2017","08","05","P2","privado","D2","España","trabajo","esporádica","26,317","24006,197"
"01","11","2017","08","05","P2","privado","D2","Francia","NA","NA","19,555","18772,0"
"01","11","2017","08","05","P2","tren","D2","España","casa","esporádica","17,101","18469,555"
"01","11","2017","08","05","P4","privado","D2","España","esporádica","esporádica","24,14","22791,799"
"01","12","2017","08","05","P1","privado","D2","España","casa","esporádica","41,399","21082,643"
"01","12","2017","08","05","P1","privado","D2","España","esporádica","esporádica","68,479","35841,244"
"01","12","2017","08","05","P2","privado","D2","España","casa","esporádica","79,185","44805,418"
"01","12","2017","08","05","P2","privado","D2","España","esporádica","esporádica","78,23","37743,809"
"01","12","2017","08","05","P2","privado","D2","España","frecuente","esporádica","16,548","8527,185"
"01","12","2017","08","05","P3","privado","D2","España","casa","esporádica","22,471","12972,832"
"01","12","2017","08","05","P3","privado","D2","España","esporádica","esporádica","53,261","24807,941"
"01","13","2017","08","05","P2","privado","D2","España","casa","esporádica","23,075","11625,089"
"01","13","2017","08","05","P2","privado","D2","España","esporádica","esporádica","23,238","12409,979"
"01","13","2017","08","05","P2","privado","D2","Francia","NA","NA","4,889","2689,77"
"01","13","2017","08","05","P3","privado","D2","España","esporádica","esporádica","15,718","7507,285"
"01","13","2017","08","05","P3","privado","D2","Francia","NA","NA","9,778","5332,162"
"01","13","2017","08","05","P4","privado","D2","España","frecuente","esporádica","25,026","14152,882"
"01","13","2017","08","05","P4","privado","D2","Resto de Europa","NA","NA","15,522","8770,429"
"01","15","2017","08","05","P1","privado","D2","España","casa","esporádica","22,591","12817,11"
"01","15","2017","08","05","P1","privado","D2","España","trabajo","esporádica","17,129","11184,556"
"01","15","2017","08","05","P1","tren","D2","España","casa","esporádica","17,1","14631,709"
"01","15","2017","08","05","P2","privado","D2","España","casa","esporádica","21,581","13365,271"
"01","15","2017","08","05","P2","privado","D2","España","esporádica","esporádica","20,959","12201,814"
"01","15","2017","08","05","P2","privado","D2","Italia","NA","NA","2,977","1614,891"
"01","15","2017","08","05","P3","privado","D2","España","esporádica","esporádica","23,778","13295,44"
"01","15","2017","08","05","P3","tren","D2","España","esporádica","esporádica","30,806","25196,649"
"01","15","2017","08","05","P3","tren","D2","España","esporádica","frecuente","13,909","12586,364"
"01","17","2017","08","05","P1","privado","D2","España","casa","esporádica","24,078","13764,556"
"01","17","2017","08","05","P3","privado","D2","España","frecuente","esporádica","20,118","11331,607"
"01","18","2017","08","05","P1","privado","D2","Belgica","NA","NA","7,052","5591,236"
"01","18","2017","08","05","P1","privado","D2","España","casa","esporádica","21,02","16531,662"
"01","18","2017","08","05","P1","privado","D2","Francia","NA","NA","4,889","4107,338"
"01","18","2017","08","05","P2","privado","D2","Francia","NA","NA","4,889","3777,83"
"01","19","2017","08","05","P2","privado","D2","España","esporádica","casa","12,312","4306,075"
"01","19","2017","08","05","P2","privado","D2","España","frecuente","esporádica","14,9","4167,217"
"01","19","2017","08","05","P3","privado","D2","España","casa","esporádica","26,795","7491,98"
"01","19","2017","08","05","P3","privado","D2","España","esporádica","casa","8,38","2903,553"
"01","19","2017","08","05","P3","privado","D2","España","esporádica","esporádica","15,204","4818,669"
"01","20","2017","08","05","P1","carretera","D2","España","casa","esporádica","53,898","4938,819"
"01","20","2017","08","05","P1","carretera","D2","España","casa","frecuente","53,326","3059,027"
"01","20","2017","08","05","P1","carretera","D2","España","casa","trabajo","10,66","688,591"
"01","20","2017","08","05","P1","carretera","D2","España","esporádica","casa","65,354","4988,817"
"01","20","2017","08","05","P1","carretera","D2","España","esporádica","esporádica","73,197","5499,104"
"01","20","2017","08","05","P1","carretera","D2","España","esporádica","frecuente","50,215","5696,496"
"01","20","2017","08","05","P1","carretera","D2","Italia","NA","NA","8,93","751,672"
"01","20","2017","08","05","P2","carretera","D2","Alemania","NA","NA","16,104","1627,505"
"01","20","2017","08","05","P2","carretera","D2","España","casa","esporádica","139,912","13833,596"
"01","20","2017","08","05","P2","carretera","D2","España","casa","frecuente","18,571","2015,854"
"01","20","2017","08","05","P2","carretera","D2","España","esporádica","casa","101,238","10494,866"
"01","20","2017","08","05","P2","carretera","D2","España","esporádica","esporádica","177,723","17643,524"
